id,make,model,trim,type,price,mileage,src,year,image-type
1245,CADILLAC,ATS,2.0L Turbo Performance,sedan,22300,41574,cdnblob.carvana.io/2000276398/post-large/normalized/cropped/2000276398-edc-02.jpg?v=2019.4.1_15.0.55,2016,original
1246,FORD,FIESTA,SE,sedan,12000,52580,cdnblob.carvana.io/2000274938/post-large/normalized/cropped/2000274938-edc-02.jpg?v=2019.4.9_23.25.26,2017,original
1247,MERCEDES-BENZ,C-CLASS,C 300,sedan,26100,25226,cdnblob.carvana.io/2000272889/post-large/normalized/cropped/2000272889-edc-02.jpg?v=2019.3.28_0.49.34,2016,original
1248,CHRYSLER,300,300 Limited,sedan,20500,30423,cdnblob.carvana.io/2000280748/post-large/normalized/cropped/2000280748-edc-02.jpg?v=2019.3.26_0.19.10,2018,original
1249,KIA,OPTIMA,LX,sedan,16700,20588,cdnblob.carvana.io/2000275627/post-large/normalized/cropped/2000275627-edc-02.jpg?v=2019.4.2_12.48.9,2018,original
1250,CHEVROLET,CRUZE,LT,sedan,14600,28050,cdnblob.carvana.io/2000275008/post-large/normalized/cropped/2000275008-edc-02.jpg?v=2019.3.28_18.53.48,2017,original
1251,HYUNDAI,SONATA,Eco,sedan,20600,5092,cdnblob.carvana.io/2000275202/post-large/normalized/cropped/2000275202-edc-02.jpg?v=2019.3.27_19.14.46,2018,original
1252,NISSAN,MAXIMA,SR,sedan,23900,27880,cdnblob.carvana.io/2000276720/post-large/normalized/cropped/2000276720-edc-02.jpg?v=2019.3.27_23.44.43,2017,original
1253,TOYOTA,COROLLA,LE,sedan,14200,32819,cdnblob.carvana.io/2000276453/post-large/normalized/cropped/2000276453-edc-02.jpg?v=2019.3.30_18.15.18,2017,original
1254,FORD,FUSION,SE Hybrid,sedan,14600,46397,cdnblob.carvana.io/2000274244/post-large/normalized/cropped/2000274244-edc-02.jpg?v=2019.3.29_5.17.53,2017,original
1255,LEXUS,ES,ES 350,sedan,25700,29334,cdnblob.carvana.io/2000276993/post-large/normalized/cropped/2000276993-edc-02.jpg?v=2019.3.26_19.56.48,2016,original
1256,KIA,OPTIMA,S,sedan,16400,32859,cdnblob.carvana.io/2000277965/post-large/normalized/cropped/2000277965-edc-02.jpg?v=2019.3.29_1.10.28,2018,original
1257,FORD,FIESTA,SE,sedan,13200,15092,cdnblob.carvana.io/2000276862/post-large/normalized/cropped/2000276862-edc-02.jpg?v=2019.4.3_22.50.33,2017,original
1258,CHEVROLET,IMPALA,Premier,sedan,19000,42299,cdnblob.carvana.io/2000260567/post-large/normalized/cropped/2000260567-edc-02.jpg?v=2019.3.30_11.37.28,2017,original
1259,KIA,OPTIMA,Limited,sedan,23300,17817,cdnblob.carvana.io/2000278641/post-large/normalized/cropped/2000278641-edc-02.jpg?v=2019.3.26_3.55.9,2016,original
1260,NISSAN,SENTRA,SV,sedan,12200,30184,cdnblob.carvana.io/2000276167/post-large/normalized/cropped/2000276167-edc-02.jpg?v=2019.3.25_19.10.56,2015,original
1261,NISSAN,ALTIMA,3.5 SL,sedan,15700,28005,cdnblob.carvana.io/2000272659/post-large/normalized/cropped/2000272659-edc-02.jpg?v=2019.3.26_2.22.16,2014,original
1262,BMW,3 SERIES,328i,sedan,19800,40667,cdnblob.carvana.io/2000273863/post-large/normalized/cropped/2000273863-edc-02.jpg?v=2019.4.4_18.26.8,2015,original
1263,HYUNDAI,SONATA,Limited,sedan,22200,9157,cdnblob.carvana.io/2000272720/post-large/normalized/cropped/2000272720-edc-02.jpg?v=2019.3.22_21.0.28,2018,original
1264,KIA,RIO,LX,sedan,14000,11977,cdnblob.carvana.io/2000264067/post-large/normalized/cropped/2000264067-edc-02.jpg?v=2019.3.26_14.46.19,2018,original
1265,KIA,FORTE,LX,sedan,13700,23555,cdnblob.carvana.io/2000265234/post-large/normalized/cropped/2000265234-edc-02.jpg?v=2019.4.8_12.29.17,2018,original
1266,FORD,FOCUS,SEL,sedan,15300,15554,cdnblob.carvana.io/2000274515/post-large/normalized/cropped/2000274515-edc-02.jpg?v=2019.4.5_23.55.9,2018,original
1267,KIA,OPTIMA,LX,sedan,13400,47530,cdnblob.carvana.io/2000274507/post-large/normalized/cropped/2000274507-edc-02.jpg?v=2019.3.26_19.56.53,2015,original
1268,BMW,3 SERIES,340i,sedan,39300,6374,cdnblob.carvana.io/2000276902/post-large/normalized/cropped/2000276902-edc-02.jpg?v=2019.3.21_22.45.41,2017,original
1269,CHRYSLER,200,Limited,sedan,18800,13921,cdnblob.carvana.io/2000268279/post-large/normalized/cropped/2000268279-edc-02.jpg?v=2019.4.9_18.56.13,2017,original
1270,FORD,FUSION,Titanium Hybrid,sedan,19900,23067,cdnblob.carvana.io/2000275661/post-large/normalized/cropped/2000275661-edc-02.jpg?v=2019.3.28_0.24.23,2018,original
1271,TOYOTA,CAMRY,LE,sedan,16200,28935,cdnblob.carvana.io/2000268235/post-large/normalized/cropped/2000268235-edc-02.jpg?v=2019.4.2_20.27.51,2016,original
1272,KIA,FORTE,LX,sedan,14100,19358,cdnblob.carvana.io/2000270083/post-large/normalized/cropped/2000270083-edc-02.jpg?v=2019.3.30_18.48.24,2018,original
1273,HYUNDAI,ELANTRA,SE,sedan,12800,40848,cdnblob.carvana.io/2000259011/post-large/normalized/cropped/2000259011-edc-02.jpg?v=2019.3.28_19.1.1,2017,original
1274,HONDA,ACCORD,LX,sedan,18700,24408,cdnblob.carvana.io/2000271937/post-large/normalized/cropped/2000271937-edc-02.jpg?v=2019.4.9_0.58.39,2017,original
1275,CHEVROLET,CRUZE LIMITED,1LT,sedan,13200,31008,cdnblob.carvana.io/2000278355/post-large/normalized/cropped/2000278355-edc-02.jpg?v=2019.3.25_13.15.40,2016,original
1276,NISSAN,SENTRA,SV,sedan,13300,31622,cdnblob.carvana.io/2000274325/post-large/normalized/cropped/2000274325-edc-02.jpg?v=2019.3.25_22.0.53,2017,original
1277,BUICK,LACROSSE,Premium,sedan,25000,18123,cdnblob.carvana.io/2000265473/post-large/normalized/cropped/2000265473-edc-02.jpg?v=2019.3.23_7.45.23,2017,original
1278,FORD,FUSION,SE Hybrid,sedan,14300,42075,cdnblob.carvana.io/2000276730/post-large/normalized/cropped/2000276730-edc-02.jpg?v=2019.3.26_21.26.40,2017,original
1279,KIA,FORTE,LX,sedan,14200,18530,cdnblob.carvana.io/2000270081/post-large/normalized/cropped/2000270081-edc-02.jpg?v=2019.4.5_4.47.29,2018,original
1280,TOYOTA,CAMRY,LE,sedan,17400,26198,cdnblob.carvana.io/2000276698/post-large/normalized/cropped/2000276698-edc-02.jpg?v=2019.3.30_15.2.23,2017,original
1281,TOYOTA,CAMRY,LE,sedan,16400,26391,cdnblob.carvana.io/2000276645/post-large/normalized/cropped/2000276645-edc-02.jpg?v=2019.4.5_16.15.22,2017,original
1282,TOYOTA,CAMRY,SE,sedan,15600,35916,cdnblob.carvana.io/2000266799/post-large/normalized/cropped/2000266799-edc-02.jpg?v=2019.3.28_1.1.32,2016,original
1283,CHEVROLET,CRUZE,LT,sedan,14200,23086,cdnblob.carvana.io/2000269279/post-large/normalized/cropped/2000269279-edc-02.jpg?v=2019.3.28_0.50.24,2017,original
1284,CADILLAC,ATS,Premium Luxury,sedan,29100,21455,cdnblob.carvana.io/2000273517/post-large/normalized/cropped/2000273517-edc-02.jpg?v=2019.3.25_14.12.18,2018,original
1285,CHEVROLET,IMPALA,LT CNG,sedan,23500,30347,cdnblob.carvana.io/2000271517/post-large/normalized/cropped/2000271517-edc-02.jpg?v=2019.3.21_5.58.45,2016,original
1286,TOYOTA,YARIS IA,Yaris IA,sedan,14800,11293,cdnblob.carvana.io/2000270089/post-large/normalized/cropped/2000270089-edc-02.jpg?v=2019.4.12_1.23.18,2018,original
1287,HYUNDAI,ACCENT,SE,sedan,11500,39867,cdnblob.carvana.io/2000273486/post-large/normalized/cropped/2000273486-edc-02.jpg?v=2019.3.25_22.0.46,2017,original
1288,HYUNDAI,ELANTRA,SEL,sedan,16000,10396,cdnblob.carvana.io/2000271225/post-large/normalized/cropped/2000271225-edc-02.jpg?v=2019.3.21_18.41.7,2018,original
1289,MERCEDES-BENZ,C-CLASS,C 300 4MATIC,sedan,23400,42075,cdnblob.carvana.io/2000270131/post-large/normalized/cropped/2000270131-edc-02.jpg?v=2019.3.25_21.25.9,2016,original
1290,TOYOTA,AVALON,XLE,sedan,18700,38714,cdnblob.carvana.io/2000249744/post-large/normalized/cropped/2000249744-edc-02.jpg?v=2019.3.22_23.4.25,2016,original
1291,MAZDA,MAZDA3,Grand Touring,sedan,19700,25115,cdnblob.carvana.io/2000274011/post-large/normalized/cropped/2000274011-edc-02.jpg?v=2019.3.28_4.29.37,2017,original
1292,HYUNDAI,ELANTRA,SE,sedan,12900,40436,cdnblob.carvana.io/2000272774/post-large/normalized/cropped/2000272774-edc-02.jpg?v=2019.3.26_4.8.23,2017,original
1293,CADILLAC,ATS,2.0L Turbo Luxury,sedan,20100,36931,cdnblob.carvana.io/2000272053/post-large/normalized/cropped/2000272053-edc-02.jpg?v=2019.3.22_18.54.5,2016,original
1294,MERCEDES-BENZ,C-CLASS,C 300,sedan,25600,29232,cdnblob.carvana.io/2000271208/post-large/normalized/cropped/2000271208-edc-02.jpg?v=2019.3.25_14.21.51,2016,original
1295,MERCEDES-BENZ,C-CLASS,C 300 4MATIC,sedan,24600,31862,cdnblob.carvana.io/2000270135/post-large/normalized/cropped/2000270135-edc-02.jpg?v=2019.3.28_0.54.0,2016,original
1296,TOYOTA,CAMRY,LE,sedan,16100,28907,cdnblob.carvana.io/2000269743/post-large/normalized/cropped/2000269743-edc-02.jpg?v=2019.4.5_17.59.6,2017,original
1297,CHEVROLET,CRUZE,LT,sedan,14200,29862,cdnblob.carvana.io/2000276162/post-large/normalized/cropped/2000276162-edc-02.jpg?v=2019.3.26_4.54.51,2017,original
1298,HONDA,ACCORD,EX,sedan,21400,17931,cdnblob.carvana.io/2000267574/post-large/normalized/cropped/2000267574-edc-02.jpg?v=2019.4.11_0.0.55,2017,original
1299,BMW,3 SERIES,340i,sedan,33400,32759,cdnblob.carvana.io/2000273088/post-large/normalized/cropped/2000273088-edc-02.jpg?v=2019.3.28_6.47.31,2016,original
1300,VOLKSWAGEN,JETTA,1.4T S,sedan,13200,22403,cdnblob.carvana.io/2000264544/post-large/normalized/cropped/2000264544-edc-02.jpg?v=2019.3.23_5.38.19,2016,original
1301,HONDA,ACCORD,EX-L,sedan,20200,33726,cdnblob.carvana.io/2000271342/post-large/normalized/cropped/2000271342-edc-02.jpg?v=2019.4.12_7.56.23,2016,original
1302,MERCEDES-BENZ,CLA,CLA 250,sedan,24400,19443,cdnblob.carvana.io/2000273875/post-large/normalized/cropped/2000273875-edc-02.jpg?v=2019.3.26_19.41.45,2016,original
1303,HONDA,CIVIC,LX,sedan,16400,26469,cdnblob.carvana.io/2000271259/post-large/normalized/cropped/2000271259-edc-02.jpg?v=2019.4.9_14.33.4,2016,original
1304,TOYOTA,CAMRY,LE,sedan,15300,43952,cdnblob.carvana.io/2000248085/post-large/normalized/cropped/2000248085-edc-02.jpg?v=2019.3.28_23.59.42,2017,original
1305,LEXUS,IS,IS 200t,sedan,22900,25155,cdnblob.carvana.io/2000271102/post-large/normalized/cropped/2000271102-edc-02.jpg?v=2019.4.4_16.7.47,2016,original
1306,TOYOTA,CAMRY,LE,sedan,19400,16387,cdnblob.carvana.io/2000266127/post-large/normalized/cropped/2000266127-edc-02.jpg?v=2019.3.21_18.57.29,2018,original
1307,FORD,FUSION,Titanium,sedan,17800,30824,cdnblob.carvana.io/2000269922/post-large/normalized/cropped/2000269922-edc-02.jpg?v=2019.3.20_21.23.6,2017,original
1308,HONDA,ACCORD,Sport,sedan,20200,30301,cdnblob.carvana.io/2000272001/post-large/normalized/cropped/2000272001-edc-02.jpg?v=2019.4.1_22.28.11,2017,original
1309,CHEVROLET,MALIBU,LS,sedan,14500,46733,cdnblob.carvana.io/2000247999/post-large/normalized/cropped/2000247999-edc-02.jpg?v=2019.4.1_21.38.12,2017,original
1310,CADILLAC,XTS,Luxury,sedan,30800,19751,cdnblob.carvana.io/2000274685/post-large/normalized/cropped/2000274685-edc-02.jpg?v=2019.3.22_8.18.2,2018,original
1311,HONDA,ACCORD,LX,sedan,14800,50807,cdnblob.carvana.io/2000264885/post-large/normalized/cropped/2000264885-edc-02.jpg?v=2019.4.12_13.13.58,2015,original
1312,FORD,FIESTA,Titanium,sedan,13700,25439,cdnblob.carvana.io/2000269905/post-large/normalized/cropped/2000269905-edc-02.jpg?v=2019.3.26_3.58.33,2018,original
1313,FORD,FIESTA,Titanium,sedan,13600,22866,cdnblob.carvana.io/2000269904/post-large/normalized/cropped/2000269904-edc-02.jpg?v=2019.3.22_18.39.48,2018,original
1314,VOLKSWAGEN,JETTA,1.4T SE,sedan,14400,23950,cdnblob.carvana.io/2000271179/post-large/normalized/cropped/2000271179-edc-02.jpg?v=2019.3.20_12.40.18,2016,original
1315,CHRYSLER,300,300S,sedan,24200,21138,cdnblob.carvana.io/2000269687/post-large/normalized/cropped/2000269687-edc-02.jpg?v=2019.3.20_17.7.45,2018,original
1316,HONDA,ACCORD,EX-L,sedan,20600,35691,cdnblob.carvana.io/2000271968/post-large/normalized/cropped/2000271968-edc-02.jpg?v=2019.3.22_19.40.41,2017,original
1317,CHRYSLER,300,300 Limited,sedan,19600,37537,cdnblob.carvana.io/2000269853/post-large/normalized/cropped/2000269853-edc-02.jpg?v=2019.3.19_6.59.49,2018,original
1318,NISSAN,VERSA,SV,sedan,13400,6136,cdnblob.carvana.io/2000252368/post-large/normalized/cropped/2000252368-edc-02.jpg?v=2019.3.18_17.4.5,2017,original
1319,KIA,OPTIMA,LX,sedan,14600,31812,cdnblob.carvana.io/2000260944/post-large/normalized/cropped/2000260944-edc-02.jpg?v=2019.4.2_18.53.7,2016,original
1320,CHEVROLET,CRUZE,LS,sedan,15900,1269,cdnblob.carvana.io/2000259319/post-large/normalized/cropped/2000259319-edc-02.jpg?v=2019.3.25_12.8.9,2018,original
1321,HYUNDAI,SONATA,Limited 2.0T,sedan,24800,12122,cdnblob.carvana.io/2000253642/post-large/normalized/cropped/2000253642-edc-02.jpg?v=2019.3.25_23.31.32,2018,original
1322,NISSAN,SENTRA,SV,sedan,13500,22679,cdnblob.carvana.io/2000272170/post-large/normalized/cropped/2000272170-edc-02.jpg?v=2019.3.18_19.5.14,2016,original
1323,TOYOTA,CAMRY,LE,sedan,16300,24989,cdnblob.carvana.io/2000270139/post-large/normalized/cropped/2000270139-edc-02.jpg?v=2019.3.22_18.23.45,2017,original
1324,CHEVROLET,IMPALA,LT,sedan,18000,35702,cdnblob.carvana.io/2000268150/post-large/normalized/cropped/2000268150-edc-02.jpg?v=2019.3.20_1.26.16,2018,original
1325,HYUNDAI,ACCENT,SE,sedan,11100,45536,cdnblob.carvana.io/2000267362/post-large/normalized/cropped/2000267362-edc-02.jpg?v=2019.4.5_4.5.45,2017,original
1326,CHEVROLET,CRUZE,LT,sedan,15100,16123,cdnblob.carvana.io/2000269278/post-large/normalized/cropped/2000269278-edc-02.jpg?v=2019.3.18_18.53.23,2017,original
1327,CADILLAC,ATS,2.0L Turbo Performance,sedan,20600,45740,cdnblob.carvana.io/2000269267/post-large/normalized/cropped/2000269267-edc-02.jpg?v=2019.4.11_19.7.52,2015,original
1328,BUICK,REGAL,Sport Touring,sedan,19100,15206,cdnblob.carvana.io/2000269184/post-large/normalized/cropped/2000269184-edc-02.jpg?v=2019.3.19_23.27.16,2017,original
1329,HYUNDAI,GENESIS,5.0,sedan,28700,11513,cdnblob.carvana.io/2000273873/post-large/normalized/cropped/2000273873-edc-02.jpg?v=2019.3.25_22.2.37,2015,original
1330,FORD,FUSION,SE Hybrid,sedan,14100,45399,cdnblob.carvana.io/2000268608/post-large/normalized/cropped/2000268608-edc-02.jpg?v=2019.3.22_22.54.55,2017,original
1331,KIA,CADENZA,Cadenza,sedan,17700,41804,cdnblob.carvana.io/2000269363/post-large/normalized/cropped/2000269363-edc-02.jpg?v=2019.3.26_4.49.24,2016,original
1332,BMW,3 SERIES,328i,sedan,19500,34383,cdnblob.carvana.io/2000272865/post-large/normalized/cropped/2000272865-edc-02.jpg?v=2019.3.26_19.47.19,2015,original
1333,BMW,3 SERIES,330e IPerformance,sedan,37500,10523,cdnblob.carvana.io/2000272920/post-large/normalized/cropped/2000272920-edc-02.jpg?v=2019.3.22_5.7.19,2018,original
1334,CADILLAC,CTS,CTS,sedan,33500,2919,cdnblob.carvana.io/2000271315/post-large/normalized/cropped/2000271315-edc-02.jpg?v=2019.3.21_5.23.26,2018,original
1335,BMW,4 SERIES,435i Gran,sedan,27700,55525,cdnblob.carvana.io/2000272924/post-large/normalized/cropped/2000272924-edc-02.jpg?v=2019.3.16_13.46.35,2016,original
1336,HYUNDAI,ELANTRA,SEL,sedan,15000,16816,cdnblob.carvana.io/2000270765/post-large/normalized/cropped/2000270765-edc-02.jpg?v=2019.3.15_5.52.59,2018,original
1337,TOYOTA,CAMRY,SE,sedan,15300,41693,cdnblob.carvana.io/2000262414/post-large/normalized/cropped/2000262414-edc-02.jpg?v=2019.4.3_14.55.26,2016,original
1338,VOLKSWAGEN,JETTA,2.0L Base,sedan,13400,25097,cdnblob.carvana.io/2000268440/post-large/normalized/cropped/2000268440-edc-02.jpg?v=2019.3.18_19.16.23,2015,original
1339,HONDA,CIVIC,EX-L,sedan,14400,72115,cdnblob.carvana.io/2000265726/post-large/normalized/cropped/2000265726-edc-02.jpg?v=2019.4.8_15.32.33,2015,original
1340,VOLKSWAGEN,PASSAT,2.0T S,sedan,18900,2742,cdnblob.carvana.io/2000271991/post-large/normalized/cropped/2000271991-edc-02.jpg?v=2019.3.26_19.52.52,2018,original
1341,NISSAN,SENTRA,S,sedan,14300,10652,cdnblob.carvana.io/2000269739/post-large/normalized/cropped/2000269739-edc-02.jpg?v=2019.3.14_6.1.32,2017,original
1342,TOYOTA,CAMRY,SE,sedan,21500,14586,cdnblob.carvana.io/2000270594/post-large/normalized/cropped/2000270594-edc-02.jpg?v=2019.3.18_21.26.49,2018,original
1343,MERCEDES-BENZ,C-CLASS,C 450 AMG 4MATIC,sedan,35000,37311,cdnblob.carvana.io/2000268435/post-large/normalized/cropped/2000268435-edc-02.jpg?v=2019.3.14_23.46.37,2016,original
1344,TOYOTA,COROLLA,LE,sedan,14600,30757,cdnblob.carvana.io/2000266946/post-large/normalized/cropped/2000266946-edc-02.jpg?v=2019.4.5_1.12.56,2017,original
1345,KIA,OPTIMA,SX Turbo,sedan,16900,46544,cdnblob.carvana.io/2000251896/post-large/normalized/cropped/2000251896-edc-02.jpg?v=2019.3.26_14.59.3,2015,original
1346,BUICK,REGAL SPORTBACK,Preferred Ll,sedan,19500,16112,cdnblob.carvana.io/2000261853/post-large/normalized/cropped/2000261853-edc-02.jpg?v=2019.3.15_19.34.9,2018,original
1347,NISSAN,VERSA,SV,sedan,12100,35634,cdnblob.carvana.io/2000269167/post-large/normalized/cropped/2000269167-edc-02.jpg?v=2019.3.22_18.44.52,2017,original
1348,BUICK,REGAL SPORTBACK,Essence,sedan,21400,11676,cdnblob.carvana.io/2000261777/post-large/normalized/cropped/2000261777-edc-02.jpg?v=2019.3.20_12.28.53,2018,original
1349,VOLKSWAGEN,PASSAT,2.0T SE,sedan,18600,15321,cdnblob.carvana.io/2000272070/post-large/normalized/cropped/2000272070-edc-02.jpg?v=2019.3.14_19.28.30,2018,original
1350,KIA,FORTE,LX,sedan,13300,26757,cdnblob.carvana.io/2000268218/post-large/normalized/cropped/2000268218-edc-02.jpg?v=2019.3.20_19.20.41,2018,original
1351,HONDA,CIVIC,LX,sedan,14500,22905,cdnblob.carvana.io/2000260423/post-large/normalized/cropped/2000260423-edc-02.jpg?v=2019.3.18_21.8.8,2015,original
1352,KIA,RIO,S,sedan,13800,12440,cdnblob.carvana.io/2000266713/post-large/normalized/cropped/2000266713-edc-02.jpg?v=2019.3.21_19.2.37,2018,original
1353,HONDA,CIVIC,LX,sedan,18600,14149,cdnblob.carvana.io/2000259815/post-large/normalized/cropped/2000259815-edc-02.jpg?v=2019.3.21_12.49.4,2018,original
1354,FORD,FUSION,SE,sedan,14300,32287,cdnblob.carvana.io/2000266667/post-large/normalized/cropped/2000266667-edc-02.jpg?v=2019.3.26_7.7.23,2017,original
1355,CHEVROLET,MALIBU,LS,sedan,17000,18045,cdnblob.carvana.io/2000263637/post-large/normalized/cropped/2000263637-edc-02.jpg?v=2019.3.20_7.11.19,2018,original
1356,HYUNDAI,ELANTRA,SEL,sedan,15200,19933,cdnblob.carvana.io/2000270764/post-large/normalized/cropped/2000270764-edc-02.jpg?v=2019.3.29_3.55.4,2018,original
1357,HYUNDAI,ACCENT,SE,sedan,11100,40713,cdnblob.carvana.io/2000269396/post-large/normalized/cropped/2000269396-edc-02.jpg?v=2019.3.25_20.40.35,2017,original
1358,MERCEDES-BENZ,CLA,CLA 250,sedan,24300,20237,cdnblob.carvana.io/2000268116/post-large/normalized/cropped/2000268116-edc-02.jpg?v=2019.3.20_1.53.45,2016,original
1359,LEXUS,GS,GS 350 F SPORT,sedan,38900,24095,cdnblob.carvana.io/2000267501/post-large/normalized/cropped/2000267501-edc-02.jpg?v=2019.3.26_1.35.14,2017,original
1360,HONDA,ACCORD,LX,sedan,16500,36595,cdnblob.carvana.io/2000266381/post-large/normalized/cropped/2000266381-edc-02.jpg?v=2019.3.20_12.40.18,2016,original
1361,MERCEDES-BENZ,C-CLASS,C 300 4MATIC,sedan,27200,15379,cdnblob.carvana.io/2000266820/post-large/normalized/cropped/2000266820-edc-02.jpg?v=2019.3.14_10.16.43,2016,original
1362,NISSAN,SENTRA,SV,sedan,14900,11784,cdnblob.carvana.io/2000271167/post-large/2000271167-edc-02-search.jpg?v=2019.3.13_19.44.46,2018,original
1363,TOYOTA,CAMRY,SE,sedan,17300,21667,cdnblob.carvana.io/2000263773/post-large/normalized/cropped/2000263773-edc-02.jpg?v=2019.3.22_18.52.43,2017,original
1364,KIA,FORTE,EX,sedan,13100,40631,cdnblob.carvana.io/2000262644/post-large/normalized/cropped/2000262644-edc-02.jpg?v=2019.3.21_5.14.21,2016,original
1365,TOYOTA,CAMRY,LE,sedan,16500,18287,cdnblob.carvana.io/2000266074/post-large/normalized/cropped/2000266074-edc-02.jpg?v=2019.3.14_15.29.34,2016,original
1366,KIA,FORTE,LX,sedan,14700,11956,cdnblob.carvana.io/2000263705/post-large/normalized/cropped/2000263705-edc-02.jpg?v=2019.3.15_1.11.37,2018,original
1367,NISSAN,SENTRA,SV,sedan,12500,41516,cdnblob.carvana.io/2000265578/post-large/normalized/cropped/2000265578-edc-02.jpg?v=2019.3.26_14.19.9,2016,original
1368,HYUNDAI,ELANTRA,SE,sedan,13300,17427,cdnblob.carvana.io/2000270171/post-large/normalized/cropped/2000270171-edc-02.jpg?v=2019.4.5_16.12.31,2016,original
1369,NISSAN,VERSA,S Plus,sedan,12100,21639,cdnblob.carvana.io/2000265214/post-large/normalized/cropped/2000265214-edc-02.jpg?v=2019.3.14_17.18.37,2017,original
1370,HYUNDAI,ELANTRA,SEL,sedan,14800,23684,cdnblob.carvana.io/2000270115/post-large/normalized/cropped/2000270115-edc-02.jpg?v=2019.3.20_6.51.58,2018,original
1371,FORD,TAURUS,SEL,sedan,15400,35227,cdnblob.carvana.io/2000264615/post-large/normalized/cropped/2000264615-edc-02.jpg?v=2019.3.14_23.57.21,2015,original
1372,BUICK,REGAL SPORTBACK,Essence,sedan,22400,15900,cdnblob.carvana.io/2000263951/post-large/normalized/cropped/2000263951-edc-02.jpg?v=2019.3.21_19.1.37,2018,original
1373,BMW,4 SERIES,435i Gran,sedan,30700,30782,cdnblob.carvana.io/2000263925/post-large/normalized/cropped/2000263925-edc-02.jpg?v=2019.3.28_4.30.17,2016,original
1374,BUICK,REGAL SPORTBACK,Essence,sedan,21400,12319,cdnblob.carvana.io/2000263728/post-large/normalized/cropped/2000263728-edc-02.jpg?v=2019.3.28_0.33.6,2018,original
1375,BUICK,REGAL SPORTBACK,Essence,sedan,20800,16326,cdnblob.carvana.io/2000262000/post-large/normalized/cropped/2000262000-edc-02.jpg?v=2019.4.3_16.34.50,2018,original
1376,CADILLAC,XTS,Luxury,sedan,32700,7544,cdnblob.carvana.io/2000261827/post-large/normalized/cropped/2000261827-edc-02.jpg?v=2019.3.30_14.23.31,2018,original
1377,BUICK,REGAL SPORTBACK,Essence,sedan,20900,16618,cdnblob.carvana.io/2000261768/post-large/normalized/cropped/2000261768-edc-02.jpg?v=2019.4.1_19.0.28,2018,original
1378,NISSAN,SENTRA,S,sedan,12300,40102,cdnblob.carvana.io/2000265868/post-large/normalized/cropped/2000265868-edc-02.jpg?v=2019.3.13_4.3.26,2017,original
1379,FORD,FOCUS,SEL,sedan,15600,12115,cdnblob.carvana.io/2000262783/post-large/normalized/cropped/2000262783-edc-02.jpg?v=2019.3.21_14.26.24,2018,original
1380,TOYOTA,COROLLA,LE,sedan,13900,36844,cdnblob.carvana.io/2000252816/post-large/normalized/cropped/2000252816-edc-02.jpg?v=2019.3.14_17.10.21,2017,original
1381,VOLKSWAGEN,JETTA,1.4T S,sedan,13700,47623,cdnblob.carvana.io/2000263646/post-large/normalized/cropped/2000263646-edc-02.jpg?v=2019.4.3_21.18.36,2017,original
