id,make,model,trim,type,price,mileage,src,year,image-type
5386,HONDA,CIVIC,LX,sedan,15400,36716,cdnblob.carvana.io/2000267806/post-large/normalized/cropped/2000267806-edc-02.jpg?v=2019.3.28_0.42.18,2016,original
5387,HONDA,ACCORD,Sport,sedan,18500,23613,cdnblob.carvana.io/2000267685/post-large/normalized/cropped/2000267685-edc-02.jpg?v=2019.3.14_18.36.34,2016,original
5388,NISSAN,SENTRA,S,sedan,13600,18931,cdnblob.carvana.io/2000268320/post-large/normalized/cropped/2000268320-edc-02.jpg?v=2019.3.14_3.38.43,2017,original
5389,HONDA,CIVIC,LX,sedan,14800,50245,cdnblob.carvana.io/2000266227/post-large/normalized/cropped/2000266227-edc-02.jpg?v=2019.3.21_12.18.37,2016,original
5390,HONDA,ACCORD,Sport,sedan,17200,48921,cdnblob.carvana.io/2000265509/post-large/normalized/cropped/2000265509-edc-02.jpg?v=2019.3.22_12.37.14,2016,original
5391,TOYOTA,CAMRY,LE,sedan,15100,40117,cdnblob.carvana.io/2000263540/post-large/normalized/cropped/2000263540-edc-02.jpg?v=2019.3.20_4.3.26,2016,original
5392,FORD,FUSION ENERGI,Plug-In Hybrid Titanium,sedan,15800,45030,cdnblob.carvana.io/2000268962/post-large/normalized/cropped/2000268962-edc-02.jpg?v=2019.3.26_21.10.22,2016,original
5393,TOYOTA,CAMRY,XLE,sedan,17800,31185,cdnblob.carvana.io/2000268881/post-large/normalized/cropped/2000268881-edc-02.jpg?v=2019.3.26_19.52.53,2016,original
5394,NISSAN,SENTRA,SV,sedan,12400,22906,cdnblob.carvana.io/2000267856/post-large/normalized/cropped/2000267856-edc-02.jpg?v=2019.3.13_18.2.43,2015,original
5395,CHEVROLET,IMPALA,LT,sedan,17700,30576,cdnblob.carvana.io/2000265100/post-large/normalized/cropped/2000265100-edc-02.jpg?v=2019.3.14_3.41.35,2016,original
5396,HYUNDAI,ELANTRA,SE,sedan,13600,12243,cdnblob.carvana.io/2000268094/post-large/normalized/cropped/2000268094-edc-02.jpg?v=2019.4.3_4.14.48,2016,original
5397,VOLKSWAGEN,PASSAT,1.8T S,sedan,13900,25117,cdnblob.carvana.io/2000263806/post-large/normalized/cropped/2000263806-edc-02.jpg?v=2019.3.13_23.1.2,2016,original
5398,FORD,FUSION ENERGI,Plug-In Hybrid Titanium,sedan,17200,29349,cdnblob.carvana.io/2000267843/post-large/normalized/cropped/2000267843-edc-02.jpg?v=2019.3.22_23.10.40,2016,original
5399,HYUNDAI,SONATA,Sport,sedan,14900,30166,cdnblob.carvana.io/2000264500/post-large/normalized/cropped/2000264500-edc-02.jpg?v=2019.4.2_19.5.7,2015,original
5400,KIA,FORTE,LX,sedan,12000,35958,cdnblob.carvana.io/2000269354/post-large/normalized/cropped/2000269354-edc-02.jpg?v=2019.4.10_4.13.16,2016,original
5401,HONDA,ACCORD,Sport,sedan,17600,41672,cdnblob.carvana.io/2000268839/post-large/normalized/cropped/2000268839-edc-02.jpg?v=2019.3.22_12.39.36,2016,original
5402,CHEVROLET,CRUZE,Premier,sedan,15600,18100,cdnblob.carvana.io/2000267614/post-large/normalized/cropped/2000267614-edc-02.jpg?v=2019.3.9_0.1.35,2017,original
5403,CHRYSLER,300,300S,sedan,20200,38513,cdnblob.carvana.io/2000267674/post-large/normalized/cropped/2000267674-edc-02.jpg?v=2019.3.14_4.12.41,2017,original
5404,CHEVROLET,CRUZE,1LT,sedan,12400,26048,cdnblob.carvana.io/2000263990/post-large/normalized/cropped/2000263990-edc-02.jpg?v=2019.3.13_19.34.42,2015,original
5405,CHEVROLET,CRUZE LIMITED,LTZ,sedan,14700,27169,cdnblob.carvana.io/2000263623/post-large/normalized/cropped/2000263623-edc-02.jpg?v=2019.3.29_4.21.48,2016,original
5406,CHEVROLET,CRUZE LIMITED,LTZ,sedan,14700,36303,cdnblob.carvana.io/2000263563/post-large/normalized/cropped/2000263563-edc-02.jpg?v=2019.4.11_12.38.22,2016,original
5407,CHRYSLER,200,200S,sedan,13500,48213,cdnblob.carvana.io/2000263508/post-large/normalized/cropped/2000263508-edc-02.jpg?v=2019.4.13_12.47.53,2015,original
5408,TOYOTA,CAMRY,LE,sedan,15400,28664,cdnblob.carvana.io/2000267781/post-large/normalized/cropped/2000267781-edc-02.jpg?v=2019.3.18_18.49.25,2016,original
5409,SUBARU,LEGACY,2.5i Premium,sedan,16800,27565,cdnblob.carvana.io/2000260425/post-large/normalized/cropped/2000260425-edc-02.jpg?v=2019.3.11_22.29.49,2015,original
5410,LINCOLN,MKZ,Reserve,sedan,21300,44981,cdnblob.carvana.io/2000264624/post-large/normalized/cropped/2000264624-edc-02.jpg?v=2019.3.20_16.30.6,2017,original
5411,HONDA,ACCORD,EX-L,sedan,23700,15642,cdnblob.carvana.io/2000267688/post-large/normalized/cropped/2000267688-edc-02.jpg?v=2019.3.11_18.51.17,2017,original
5412,HONDA,CIVIC,LX,sedan,15000,33163,cdnblob.carvana.io/2000268278/post-large/normalized/cropped/2000268278-edc-02.jpg?v=2019.3.14_22.9.31,2016,original
5413,HONDA,ACCORD,LX,sedan,15500,49062,cdnblob.carvana.io/2000262997/post-large/normalized/cropped/2000262997-edc-02.jpg?v=2019.3.21_1.19.19,2016,original
5414,KIA,FORTE,LX,sedan,12300,23008,cdnblob.carvana.io/2000267884/post-large/normalized/cropped/2000267884-edc-02.jpg?v=2019.3.15_4.5.3,2016,original
5415,TOYOTA,COROLLA,S Plus,sedan,14400,33872,cdnblob.carvana.io/2000266944/post-large/normalized/cropped/2000266944-edc-02.jpg?v=2019.3.21_18.31.49,2016,original
5416,TOYOTA,CAMRY,LE,sedan,14700,33427,cdnblob.carvana.io/2000263482/post-large/normalized/cropped/2000263482-edc-02.jpg?v=2019.3.28_14.17.6,2016,original
5417,KIA,FORTE,LX,sedan,11900,17709,cdnblob.carvana.io/2000265878/post-large/normalized/cropped/2000265878-edc-02.jpg?v=2019.3.20_12.1.31,2016,original
5418,CHEVROLET,MALIBU,LT,sedan,12300,59398,cdnblob.carvana.io/2000254156/post-large/normalized/cropped/2000254156-edc-02.jpg?v=2019.4.13_13.3.34,2014,original
5419,DODGE,DART,SXT,sedan,10700,65693,cdnblob.carvana.io/2000257867/post-large/normalized/cropped/2000257867-edc-02.jpg?v=2019.3.22_11.52.24,2014,original
5420,CADILLAC,ATS,2.0L Turbo Luxury,sedan,20000,28759,cdnblob.carvana.io/2000260983/post-large/normalized/cropped/2000260983-edc-02.jpg?v=2019.3.13_19.45.21,2015,original
5421,KIA,OPTIMA,LX,sedan,15100,15075,cdnblob.carvana.io/2000261626/post-large/normalized/cropped/2000261626-edc-02.jpg?v=2019.3.19_10.26.10,2016,original
5422,NISSAN,SENTRA,S,sedan,14200,14750,cdnblob.carvana.io/2000265854/post-large/normalized/cropped/2000265854-edc-02.jpg?v=2019.3.8_18.21.26,2017,original
5423,MERCEDES-BENZ,CLA,CLA 250 4MATIC,sedan,24000,36920,cdnblob.carvana.io/2000265989/post-large/normalized/cropped/2000265989-edc-02.jpg?v=2019.4.5_8.1.50,2016,original
5424,HYUNDAI,SONATA HYBRID,Limited,sedan,24300,6872,cdnblob.carvana.io/2000254509/post-large/normalized/cropped/2000254509-edc-02.jpg?v=2019.3.12_18.9.13,2017,original
5425,BMW,5 SERIES,535i XDrive,sedan,29100,28904,cdnblob.carvana.io/2000264945/post-large/normalized/cropped/2000264945-edc-02.jpg?v=2019.3.18_17.47.37,2015,original
5426,HONDA,CIVIC,EX,sedan,13400,47451,cdnblob.carvana.io/2000258698/post-large/normalized/cropped/2000258698-edc-02.jpg?v=2019.3.15_17.36.5,2013,original
5427,TOYOTA,CAMRY,SE,sedan,15700,37408,cdnblob.carvana.io/2000250721/post-large/normalized/cropped/2000250721-edc-02.jpg?v=2019.3.28_13.52.35,2016,original
5428,NISSAN,ALTIMA,2.5 SL,sedan,15900,40048,cdnblob.carvana.io/2000263511/post-large/normalized/cropped/2000263511-edc-02.jpg?v=2019.3.28_14.23.13,2017,original
5429,MAZDA,MAZDA3,I Touring,sedan,13800,50891,cdnblob.carvana.io/2000257158/post-large/normalized/cropped/2000257158-edc-02.jpg?v=2019.3.15_17.32.17,2015,original
5430,TOYOTA,CAMRY,LE,sedan,14700,41710,cdnblob.carvana.io/2000259537/post-large/normalized/cropped/2000259537-edc-02.jpg?v=2019.3.20_17.55.18,2016,original
5431,NISSAN,SENTRA,SV,sedan,13600,19985,cdnblob.carvana.io/2000262123/post-large/normalized/cropped/2000262123-edc-02.jpg?v=2019.3.28_15.57.21,2016,original
5432,FORD,FUSION,Titanium,sedan,16100,37498,cdnblob.carvana.io/2000257652/post-large/normalized/cropped/2000257652-edc-02.jpg?v=2019.3.15_14.32.8,2016,original
5433,FORD,FUSION ENERGI,Plug-In Hybrid Titanium,sedan,16700,37523,cdnblob.carvana.io/2000259042/post-large/normalized/cropped/2000259042-edc-02.jpg?v=2019.3.19_12.50.24,2016,original
5434,MAZDA,MAZDA6,I Touring,sedan,15500,53576,cdnblob.carvana.io/2000256254/post-large/normalized/cropped/2000256254-edc-02.jpg?v=2019.4.11_18.46.53,2016,original
5435,DODGE,DART,SXT Sport,sedan,13400,25454,cdnblob.carvana.io/2000256601/post-large/normalized/cropped/2000256601-edc-02.jpg?v=2019.3.8_4.55.5,2016,original
5436,FORD,FUSION,SE,sedan,16000,36843,cdnblob.carvana.io/2000259210/post-large/normalized/cropped/2000259210-edc-02.jpg?v=2019.3.18_17.50.47,2016,original
5437,CADILLAC,ATS,Premium Luxury,sedan,29000,14591,cdnblob.carvana.io/2000259084/post-large/normalized/cropped/2000259084-edc-02.jpg?v=2019.3.11_22.26.19,2018,original
5438,FORD,TAURUS,SEL,sedan,12800,75273,cdnblob.carvana.io/2000259894/post-large/normalized/cropped/2000259894-edc-02.jpg?v=2019.3.27_23.36.11,2013,original
5439,CADILLAC,ATS,2.0L Turbo Standard,sedan,21200,20198,cdnblob.carvana.io/2000259161/post-large/normalized/cropped/2000259161-edc-02.jpg?v=2019.4.1_13.6.23,2016,original
5440,KIA,OPTIMA,EX,sedan,16000,34463,cdnblob.carvana.io/2000258481/post-large/normalized/cropped/2000258481-edc-02.jpg?v=2019.3.7_16.9.41,2016,original
5441,FORD,FOCUS,SE,sedan,11500,44827,cdnblob.carvana.io/2000257800/post-large/normalized/cropped/2000257800-edc-02.jpg?v=2019.3.20_3.54.14,2016,original
5442,NISSAN,SENTRA,SV,sedan,12800,17494,cdnblob.carvana.io/2000261014/post-large/normalized/cropped/2000261014-edc-02.jpg?v=2019.3.8_20.24.58,2015,original
5443,HYUNDAI,ELANTRA,SE,sedan,11400,56524,cdnblob.carvana.io/2000260849/post-large/normalized/cropped/2000260849-edc-02.jpg?v=2019.3.26_23.15.24,2016,original
5444,INFINITI,Q50,3.7,sedan,19800,32132,cdnblob.carvana.io/2000259355/post-large/normalized/cropped/2000259355-edc-02.jpg?v=2019.4.9_14.7.14,2015,original
5445,NISSAN,ALTIMA,2.5 SL,sedan,15100,46332,cdnblob.carvana.io/2000256386/post-large/normalized/cropped/2000256386-edc-02.jpg?v=2019.4.11_12.59.35,2017,original
5446,VOLKSWAGEN,JETTA,2.0L Base,sedan,11400,35861,cdnblob.carvana.io/2000258483/post-large/normalized/cropped/2000258483-edc-02.jpg?v=2019.3.5_5.54.13,2015,original
5447,MAZDA,MAZDA3,Sport,sedan,18300,3130,cdnblob.carvana.io/2000260128/post-large/normalized/cropped/2000260128-edc-02.jpg?v=2019.3.2_14.20.14,2018,original
5448,TOYOTA,CAMRY,LE,sedan,16900,11619,cdnblob.carvana.io/2000256316/post-large/normalized/cropped/2000256316-edc-02.jpg?v=2019.3.22_5.11.22,2016,original
5449,CHEVROLET,SONIC,Premier,sedan,12300,42813,cdnblob.carvana.io/2000261370/post-large/normalized/cropped/2000261370-edc-02.jpg?v=2019.3.8_20.32.38,2017,original
5450,CHEVROLET,MALIBU,LT,sedan,15800,45949,cdnblob.carvana.io/2000255849/post-large/normalized/cropped/2000255849-edc-02.jpg?v=2019.4.10_16.45.16,2016,original
5451,FORD,TAURUS,SEL,sedan,14000,68567,cdnblob.carvana.io/2000249398/post-large/normalized/cropped/2000249398-edc-02.jpg?v=2019.3.14_14.45.42,2016,original
5452,FORD,FUSION,Titanium,sedan,15700,65726,cdnblob.carvana.io/2000256318/post-large/normalized/cropped/2000256318-edc-02.jpg?v=2019.4.13_12.48.4,2016,original
5453,BUICK,REGAL,GS,sedan,18500,36540,cdnblob.carvana.io/2000258166/post-large/normalized/cropped/2000258166-edc-02.jpg?v=2019.2.28_15.5.51,2014,original
5454,AUDI,A4,2.0T Quattro Premium,sedan,11900,62447,cdnblob.carvana.io/2000250929/post-large/normalized/cropped/2000250929-edc-02.jpg?v=2019.4.10_21.59.35,2011,original
5455,HYUNDAI,ELANTRA,Limited,sedan,13400,19878,cdnblob.carvana.io/2000257695/post-large/normalized/cropped/2000257695-edc-02.jpg?v=2019.3.21_18.59.41,2015,original
5456,BUICK,REGAL,Premium II,sedan,16800,30539,cdnblob.carvana.io/2000247936/post-large/normalized/cropped/2000247936-edc-02.jpg?v=2019.3.4_19.53.0,2016,original
5457,NISSAN,ALTIMA,2.5 SL,sedan,14900,46646,cdnblob.carvana.io/2000255144/post-large/normalized/cropped/2000255144-edc-02.jpg?v=2019.3.6_7.15.18,2017,original
5458,CHEVROLET,CRUZE,LT,sedan,14200,22332,cdnblob.carvana.io/2000254044/post-large/normalized/cropped/2000254044-edc-02.jpg?v=2019.3.26_21.36.16,2017,original
5459,CHEVROLET,IMPALA,LTZ,sedan,19700,34712,cdnblob.carvana.io/2000255855/post-large/normalized/cropped/2000255855-edc-02.jpg?v=2019.3.25_19.12.44,2015,original
5460,HONDA,ACCORD,LX,sedan,15700,36290,cdnblob.carvana.io/2000258609/post-large/normalized/cropped/2000258609-edc-02.jpg?v=2019.2.26_2.7.59,2016,original
5461,SUBARU,LEGACY,2.5i,sedan,17300,34047,cdnblob.carvana.io/2000256319/post-large/normalized/cropped/2000256319-edc-02.jpg?v=2019.3.16_0.49.8,2016,original
5462,DODGE,DART,SXT,sedan,10500,70512,cdnblob.carvana.io/2000247131/post-large/normalized/cropped/2000247131-edc-02.jpg?v=2019.4.11_3.27.21,2015,original
5463,CHEVROLET,IMPALA,Premier,sedan,23900,9946,cdnblob.carvana.io/2000256626/post-large/normalized/cropped/2000256626-edc-02.jpg?v=2019.2.28_15.29.28,2018,original
5464,FORD,FUSION ENERGI,Plug-In Hybrid SE Luxury,sedan,18800,18992,cdnblob.carvana.io/2000256952/post-large/normalized/cropped/2000256952-edc-02.jpg?v=2019.3.3_1.22.38,2017,original
5465,TOYOTA,CAMRY,SE,sedan,13400,70976,cdnblob.carvana.io/2000246713/post-large/normalized/cropped/2000246713-edc-02.jpg?v=2019.3.12_20.53.7,2016,original
5466,TOYOTA,CAMRY,SE,sedan,15700,31715,cdnblob.carvana.io/2000250540/post-large/normalized/cropped/2000250540-edc-02.jpg?v=2019.3.11_18.51.35,2016,original
5467,NISSAN,SENTRA,SV,sedan,14000,17129,cdnblob.carvana.io/2000253813/post-large/normalized/cropped/2000253813-edc-02.jpg?v=2019.4.3_12.13.19,2017,original
5468,NISSAN,SENTRA,SR,sedan,14000,20669,cdnblob.carvana.io/2000253850/post-large/normalized/cropped/2000253850-edc-02.jpg?v=2019.3.12_6.9.33,2016,original
5469,KIA,FORTE,LX,sedan,14400,16513,cdnblob.carvana.io/2000249903/post-large/normalized/cropped/2000249903-edc-02.jpg?v=2019.4.11_18.41.43,2018,original
5470,BMW,3 SERIES,320i,sedan,19000,27730,cdnblob.carvana.io/2000253036/post-large/normalized/cropped/2000253036-edc-02.jpg?v=2019.4.11_12.28.11,2016,original
5471,HONDA,CIVIC,EX,sedan,14400,76186,cdnblob.carvana.io/2000253139/post-large/normalized/cropped/2000253139-edc-02.jpg?v=2019.3.20_23.14.47,2016,original
5472,CHRYSLER,200,200C Platinum,sedan,18400,12254,cdnblob.carvana.io/2000255395/post-large/normalized/cropped/2000255395-edc-02.jpg?v=2019.3.15_17.40.32,2016,original
5473,NISSAN,VERSA,SV,sedan,10900,44437,cdnblob.carvana.io/2000251556/post-large/normalized/cropped/2000251556-edc-02.jpg?v=2019.2.21_14.4.8,2017,original
5474,NISSAN,VERSA,SV,sedan,12300,19686,cdnblob.carvana.io/2000253821/post-large/normalized/cropped/2000253821-edc-02.jpg?v=2019.2.27_13.39.36,2017,original
5475,NISSAN,SENTRA,SR,sedan,12600,25621,cdnblob.carvana.io/2000251593/post-large/normalized/cropped/2000251593-edc-02.jpg?v=2019.3.8_2.59.34,2015,original
5476,CHRYSLER,300,300C,sedan,18700,44895,cdnblob.carvana.io/2000251408/post-large/normalized/cropped/2000251408-edc-02.jpg?v=2019.4.8_17.3.10,2017,original
5477,HYUNDAI,ELANTRA,SE,sedan,12500,24749,cdnblob.carvana.io/2000250530/post-large/normalized/cropped/2000250530-edc-02.jpg?v=2019.3.5_15.44.28,2016,original
5478,TOYOTA,COROLLA,LE,sedan,13400,28270,cdnblob.carvana.io/2000244091/post-large/normalized/cropped/2000244091-edc-02.jpg?v=2019.3.8_13.25.12,2014,original
5479,BMW,5 SERIES,535i XDrive,sedan,10900,77172,cdnblob.carvana.io/2000240935/post-large/normalized/cropped/2000240935-edc-02.jpg?v=2019.4.1_16.1.57,2009,original
5480,CHRYSLER,300,300S Alloy Edition,sedan,24100,32671,cdnblob.carvana.io/2000252019/post-large/normalized/cropped/2000252019-edc-02.jpg?v=2019.3.6_12.37.55,2017,original
5481,FORD,FUSION,SE Hybrid,sedan,16000,27219,cdnblob.carvana.io/2000241449/post-large/normalized/cropped/2000241449-edc-02.jpg?v=2019.3.4_14.55.4,2018,original
5482,HONDA,CIVIC,EX,sedan,21100,2742,cdnblob.carvana.io/2000248229/post-large/normalized/cropped/2000248229-edc-02.jpg?v=2019.2.15_15.36.51,2018,original
5483,NISSAN,SENTRA,SL,sedan,15300,18437,cdnblob.carvana.io/2000233978/post-large/normalized/cropped/2000233978-edc-02.jpg?v=2019.3.23_18.44.5,2016,original
5484,CADILLAC,ATS,2.5L Luxury,sedan,13600,78539,cdnblob.carvana.io/2000247839/post-large/normalized/cropped/2000247839-edc-02.jpg?v=2019.3.4_14.13.6,2013,original
5485,HYUNDAI,SONATA,Limited,sedan,17200,39638,cdnblob.carvana.io/2000242637/post-large/normalized/cropped/2000242637-edc-02.jpg?v=2019.4.1_19.28.45,2016,original
5486,NISSAN,VERSA,SV,sedan,11200,40889,cdnblob.carvana.io/2000247988/post-large/normalized/cropped/2000247988-edc-02.jpg?v=2019.3.14_1.14.36,2017,original
5487,INFINITI,Q50,3.7,sedan,20300,30363,cdnblob.carvana.io/2000251656/post-large/normalized/cropped/2000251656-edc-02.jpg?v=2019.2.15_15.18.6,2015,original
5488,CHRYSLER,300,300S Alloy Edition,sedan,20900,25397,cdnblob.carvana.io/2000242683/post-large/normalized/cropped/2000242683-edc-02.jpg?v=2019.3.14_17.41.33,2016,original
5489,DODGE,DART,SXT,sedan,11600,49045,cdnblob.carvana.io/2000235345/post-large/normalized/cropped/2000235345-edc-02.jpg?v=2019.3.19_17.37.50,2015,original
5490,FORD,FUSION,SE,sedan,14000,30270,cdnblob.carvana.io/2000248799/post-large/normalized/cropped/2000248799-edc-02.jpg?v=2019.3.15_17.49.30,2016,original
5491,TOYOTA,COROLLA,LE,sedan,14700,18554,cdnblob.carvana.io/2000249688/post-large/normalized/cropped/2000249688-edc-02.jpg?v=2019.2.15_22.49.39,2018,original
5492,BUICK,LACROSSE,Essence,sedan,20300,16580,cdnblob.carvana.io/2000246985/post-large/normalized/cropped/2000246985-edc-02.jpg?v=2019.2.13_22.46.51,2018,original
5493,HYUNDAI,ELANTRA,Limited,sedan,13200,47223,cdnblob.carvana.io/2000242529/post-large/normalized/cropped/2000242529-edc-02.jpg?v=2019.3.19_13.17.2,2016,original
5494,BUICK,LACROSSE,Leather,sedan,18200,30945,cdnblob.carvana.io/2000246993/post-large/normalized/cropped/2000246993-edc-02.jpg?v=2019.2.14_14.7.57,2016,original
5495,BMW,3 SERIES,328i XDrive,sedan,21300,38973,cdnblob.carvana.io/2000249843/post-large/normalized/cropped/2000249843-edc-02.jpg?v=2019.4.9_7.1.43,2015,original
5496,CHRYSLER,300,300 Limited,sedan,20100,20844,cdnblob.carvana.io/2000246283/post-large/normalized/cropped/2000246283-edc-02.jpg?v=2019.3.28_14.18.41,2017,original
5497,NISSAN,MAXIMA,S,sedan,17900,46153,cdnblob.carvana.io/2000225565/post-large/normalized/cropped/2000225565-edc-02.jpg?v=2019.3.18_11.0.53,2016,original
5498,MERCEDES-BENZ,C-CLASS,C 300 4MATIC,sedan,37000,9777,cdnblob.carvana.io/2000245450/post-large/normalized/cropped/2000245450-edc-02.jpg?v=2019.2.14_5.40.45,2018,original
5499,BUICK,REGAL,Premium II,sedan,17000,30621,cdnblob.carvana.io/2000245491/post-large/normalized/cropped/2000245491-edc-02.jpg?v=2019.3.8_14.45.18,2016,original
5500,KIA,RIO,LX,sedan,11600,30832,cdnblob.carvana.io/2000248708/post-large/normalized/cropped/2000248708-edc-02.jpg?v=2019.2.14_7.46.51,2017,original
5501,CHRYSLER,200,Limited,sedan,13100,57945,cdnblob.carvana.io/2000243986/post-large/normalized/cropped/2000243986-edc-02.jpg?v=2019.3.14_19.20.19,2016,original
5502,MERCEDES-BENZ,C-CLASS,C 300 4MATIC,sedan,27900,20666,cdnblob.carvana.io/2000242416/post-large/normalized/cropped/2000242416-edc-02.jpg?v=2019.3.9_17.39.14,2016,original
5503,NISSAN,SENTRA,S,sedan,12200,23450,cdnblob.carvana.io/2000245080/post-large/normalized/cropped/2000245080-edc-02.jpg?v=2019.3.6_16.25.52,2015,original
5504,CHEVROLET,CRUZE,1LT,sedan,11800,47408,cdnblob.carvana.io/2000244824/post-large/normalized/cropped/2000244824-edc-02.jpg?v=2019.3.1_0.46.39,2015,original
5505,CHEVROLET,MALIBU,LT,sedan,15200,28526,cdnblob.carvana.io/2000244820/post-large/normalized/cropped/2000244820-edc-02.jpg?v=2019.2.14_15.32.42,2016,original
5506,CHEVROLET,MALIBU,LT,sedan,16500,22317,cdnblob.carvana.io/2000244383/post-large/normalized/cropped/2000244383-edc-02.jpg?v=2019.2.20_12.34.28,2017,original
5507,HYUNDAI,GENESIS,3.8,sedan,19800,42947,cdnblob.carvana.io/2000235982/post-large/normalized/cropped/2000235982-edc-02.jpg?v=2019.2.14_16.24.34,2015,original
5508,HONDA,ACCORD,EX,sedan,16500,33538,cdnblob.carvana.io/2000244746/post-large/normalized/cropped/2000244746-edc-02.jpg?v=2019.2.6_12.17.30,2015,original
5509,NISSAN,SENTRA,SR,sedan,13800,28451,cdnblob.carvana.io/2000243107/post-large/normalized/cropped/2000243107-edc-02.jpg?v=2019.2.26_9.25.55,2017,original
5510,NISSAN,SENTRA,SV,sedan,12200,25937,cdnblob.carvana.io/2000238991/post-large/normalized/cropped/2000238991-edc-02.jpg?v=2019.3.13_19.31.23,2015,original
5511,HONDA,CIVIC,Si,sedan,22500,18294,cdnblob.carvana.io/2000245505/post-large/normalized/cropped/2000245505-edc-02.jpg?v=2019.4.15_15.53.38,2017,original
5512,CHEVROLET,CRUZE,LT,sedan,14000,12527,cdnblob.carvana.io/2000244367/post-large/normalized/cropped/2000244367-edc-02.jpg?v=2019.2.6_15.53.53,2017,original
5513,BUICK,REGAL,Premium II,sedan,17300,30840,cdnblob.carvana.io/2000241825/post-large/normalized/cropped/2000241825-edc-02.jpg?v=2019.3.28_16.52.50,2016,original
5514,VOLKSWAGEN,CC,Lux,sedan,14600,32032,cdnblob.carvana.io/2000243141/post-large/normalized/cropped/2000243141-edc-02.jpg?v=2019.3.9_20.59.27,2013,original
5515,KIA,FORTE,LX,sedan,12800,22742,cdnblob.carvana.io/2000238957/post-large/normalized/cropped/2000238957-edc-02.jpg?v=2019.2.6_17.21.42,2017,original
5516,VOLKSWAGEN,CC,VR6 4Motion Executive,sedan,17700,26713,cdnblob.carvana.io/2000238791/post-large/normalized/cropped/2000238791-edc-02.jpg?v=2019.3.21_12.45.9,2013,original
5517,HONDA,CIVIC,LX,sedan,19100,2549,cdnblob.carvana.io/2000242346/post-large/normalized/cropped/2000242346-edc-02.jpg?v=2019.3.9_19.22.38,2018,original
5518,HYUNDAI,SONATA,Sport,sedan,15200,39107,cdnblob.carvana.io/2000239751/post-large/normalized/cropped/2000239751-edc-02.jpg?v=2019.3.5_18.50.52,2016,original
5519,TOYOTA,CAMRY,SE,sedan,15300,40036,cdnblob.carvana.io/2000235758/post-large/normalized/cropped/2000235758-edc-02.jpg?v=2019.1.29_15.27.30,2017,original
5520,CHEVROLET,CRUZE,2LT,sedan,11400,38305,cdnblob.carvana.io/2000234846/post-large/normalized/cropped/2000234846-edc-02.jpg?v=2019.2.12_17.49.42,2014,original
5521,INFINITI,Q50,3.7,sedan,22900,18211,cdnblob.carvana.io/2000234702/post-large/normalized/cropped/2000234702-edc-02.jpg?v=2019.3.21_14.31.40,2015,original
5522,LEXUS,IS,IS 300,sedan,22700,48765,cdnblob.carvana.io/2000233847/post-large/normalized/cropped/2000233847-edc-02.jpg?v=2019.1.29_0.14.36,2016,original
5523,NISSAN,SENTRA,SV,sedan,12000,45431,cdnblob.carvana.io/2000232996/post-large/normalized/cropped/2000232996-edc-02.jpg?v=2019.1.25_2.34.58,2017,original
5524,KIA,OPTIMA,SX Turbo,sedan,18800,33401,cdnblob.carvana.io/2000232541/post-large/normalized/cropped/2000232541-edc-02.jpg?v=2019.1.15_11.51.19,2016,original
5525,HONDA,ACCORD,EX,sedan,18000,30617,cdnblob.carvana.io/2000230011/post-large/normalized/cropped/2000230011-edc-02.jpg?v=2019.1.18_19.35.31,2016,original
5526,LEXUS,ES,ES 300h,sedan,18900,63907,cdnblob.carvana.io/2000232991/post-large/normalized/cropped/2000232991-edc-02.jpg?v=2019.1.22_19.59.15,2014,original
5527,HYUNDAI,SONATA,Limited 2.0T,sedan,17800,42529,cdnblob.carvana.io/2000222322/post-large/normalized/cropped/2000222322-edc-02.jpg?v=2019.3.23_15.25.55,2015,original
5528,HYUNDAI,ELANTRA,SE,sedan,12600,19265,cdnblob.carvana.io/2000232274/post-large/normalized/cropped/2000232274-edc-02.jpg?v=2019.1.17_2.20.6,2015,original
5529,LEXUS,ES,ES 350,sedan,18400,70602,cdnblob.carvana.io/2000225519/post-large/normalized/cropped/2000225519-edc-02.jpg?v=2019.3.7_21.13.3,2013,original
5530,NISSAN,MAXIMA,SV,sedan,20400,26628,cdnblob.carvana.io/2000219034/post-large/normalized/cropped/2000219034-edc-02.jpg?v=2019.3.8_17.19.0,2016,original
5531,MERCEDES-BENZ,CLA,CLA 250 4MATIC,sedan,25700,21328,cdnblob.carvana.io/2000231290/post-large/normalized/cropped/2000231290-edc-02.jpg?v=2019.4.3_14.3.12,2016,original
5532,CHEVROLET,MALIBU,Eco,sedan,12300,50819,cdnblob.carvana.io/2000217939/post-large/normalized/cropped/2000217939-edc-02.jpg?v=2019.3.21_19.2.50,2013,original
5533,HYUNDAI,SONATA,SE,sedan,13200,46798,cdnblob.carvana.io/2000227078/post-large/normalized/cropped/2000227078-edc-02.jpg?v=2019.2.14_15.48.39,2016,original
5534,HYUNDAI,ELANTRA,SE,sedan,13200,16958,cdnblob.carvana.io/2000218980/post-large/normalized/cropped/2000218980-edc-02.jpg?v=2019.2.26_18.26.54,2016,original
5535,FORD,FUSION,SE,sedan,12300,58383,cdnblob.carvana.io/2000226570/post-large/normalized/cropped/2000226570-edc-02.jpg?v=2019.1.14_19.21.50,2014,original
